Id,SalePrice
1461,323167.8
1462,414991.06
1463,401694.38
1464,444451.9
1465,500613.28
1466,449915.56
1467,399778.56
1468,429560.78
1469,461712.44
1470,276232.2
1471,461283.9
1472,378352.47
1473,344165.38
1474,428596.62
1475,407611.6
1476,658964.5
1477,528895.7
1478,590829.56
1479,558677.94
1480,697745.7
1481,604529.75
1482,510255.0
1483,414455.4
1484,440714.88
1485,465247.72
1486,503707.53
1487,628634.06
1488,534359.3
1489,448535.4
1490,429882.2
1491,495779.88
1492,335594.94
1493,432667.56
1494,615135.6
1495,601851.5
1496,477460.6
1497,498029.62
1498,446607.06
1499,446607.06
1500,405027.94
1501,434595.9
1502,433751.4
1503,515397.28
1504,561463.3
1505,477889.12
1506,468556.25
1507,539905.06
1508,475198.3
1509,448844.25
1510,359163.62
1511,356699.62
1512,388945.84
1513,462771.2
1514,412300.28
1515,490826.8
1516,439309.66
1517,393457.88
1518,399016.1
1519,476603.56
1520,349629.0
1521,356378.22
1522,441880.78
1523,324976.5
1524,341165.72
1525,331309.72
1526,333023.8
1527,287266.62
1528,403742.38
1529,353057.2
1530,422061.66
1531,379291.6
1532,327453.03
1533,371483.6
1534,406634.9
1535,402122.88
1536,360556.3
1537,180004.06
1538,531252.56
1539,606458.06
1540,468865.1
1541,430096.44
1542,399873.16
1543,539596.2
1544,263697.94
1545,393886.38
1546,400742.72
1547,382839.44
1548,424311.4
1549,338594.6
1550,391731.25
1551,387030.03
1552,391932.97
1553,439738.2
1554,414455.4
1555,406622.38
1556,358306.56
1557,376304.47
1558,371067.62
1559,383576.8
1560,407158.03
1561,378006.03
1562,322739.28
1563,319739.66
1564,374269.0
1565,381446.72
1566,476924.94
1567,262733.75
1568,484840.06
1569,308787.28
1570,387672.8
1571,345759.78
1572,352735.78
1573,479603.2
1574,366234.22
1575,471568.44
1576,465663.72
1577,448963.9
1578,427418.2
1579,330559.8
1580,499315.2
1581,337094.75
1582,321025.22
1583,575390.25
1584,542810.1
1585,363461.38
1586,204870.84
1587,333452.34
1588,355306.94
1589,301729.22
1590,390029.7
1591,284588.34
1592,366019.97
1593,364318.4
1594,465638.66
1595,405658.2
1596,546559.7
1597,460401.8
1598,495029.97
1599,474259.22
1600,491078.7
1601,148722.0
1602,391208.12
1603,283731.3
1604,539823.0
1605,568748.2
1606,410277.3
1607,492017.78
1608,462248.1
1609,448106.88
1610,381875.25
1611,362591.78
1612,380375.44
1613,371162.22
1614,328417.2
1615,298729.56
1616,298729.56
1617,298729.56
1618,320810.94
1619,316418.6
1620,487720.03
1621,363663.1
1622,385624.8
1623,556642.44
1624,465128.06
1625,367103.78
1626,426239.75
1627,444880.44
1628,608065.0
1629,492458.84
1630,633669.2
1631,521825.1
1632,549250.44
1633,466104.78
1634,447880.1
1635,435024.44
1636,400099.94
1637,434369.12
1638,537667.9
1639,451629.66
1640,604410.06
1641,455486.34
1642,519884.22
1643,564248.7
1644,557499.5
1645,400837.3
1646,392172.28
1647,445857.12
1648,353592.84
1649,339665.88
1650,274303.84
1651,274303.84
1652,378352.47
1653,378352.47
1654,438452.62
1655,431073.16
1656,428596.62
1657,438452.62
1658,428596.62
1659,407611.6
1660,347165.0
1661,705887.56
1662,697102.9
1663,625325.56
1664,740824.6
1665,594900.5
1666,554392.75
1667,633454.94
1668,595650.44
1669,572938.8
1670,602613.94
1671,506600.06
1672,671605.9
1673,620599.3
1674,535537.75
1675,418097.84
1676,412527.06
1677,463533.66
1678,721326.9
1679,599173.2
1680,610755.8
1681,564904.0
1682,546893.6
1683,468568.78
1684,474032.4
1685,432239.06
1686,448749.66
1687,465247.72
1688,492673.1
1689,488816.4
1690,477567.72
1691,461819.56
1692,578175.7
1693,465247.72
1694,434810.2
1695,471247.03
1696,565736.0
1697,471247.03
1698,651345.7
1699,584496.4
1700,538846.3
1701,602601.4
1702,545179.5
1703,541108.56
1704,545822.3
1705,516897.1
1706,675676.8
1707,471889.8
1708,468247.38
1709,572831.7
1710,518611.2
1711,555785.44
1712,560177.75
1713,496101.28
1714,484424.06
1715,495137.1
1716,448535.4
1717,440286.34
1718,396671.78
1719,512170.84
1720,525467.5
1721,437393.84
1722,346522.22
1723,346522.22
1724,473389.62
1725,545381.25
1726,457950.34
1727,415312.47
1728,483031.38
1729,422597.3
1730,474234.16
1731,332166.75
1732,319739.66
1733,319739.66
1734,336451.97
1735,324881.9
1736,324881.9
1737,579246.94
1738,506064.4
1739,639977.4
1740,457521.8
1741,407170.53
1742,434595.9
1743,473603.9
1744,544965.25
1745,504457.44
1746,631205.2
1747,539489.06
1748,555438.94
1749,370305.2
1750,402885.34
1751,563164.9
1752,319739.66
1753,395159.4
1754,538846.3
1755,414026.88
1756,277517.75
1757,319739.66
1758,327654.75
1759,412300.28
1760,367841.2
1761,365591.44
1762,456437.97
1763,441452.25
1764,330024.16
1765,453772.25
1766,428275.22
1767,440488.1
1768,349736.16
1769,460426.88
1770,378459.62
1771,355949.72
1772,375233.16
1773,310299.66
1774,427084.25
1775,386387.25
1776,346307.97
1777,312133.38
1778,337630.4
1779,356806.75
1780,481638.7
1781,355735.44
1782,221154.66
1783,372019.25
1784,293051.66
1785,342665.53
1786,436392.06
1787,499100.94
1788,155042.69
1789,317811.28
1790,213976.92
1791,545154.44
1792,420454.72
1793,384030.38
1794,374495.78
1795,390993.88
1796,394957.7
1797,393993.5
1798,338701.72
1799,305598.44
1800,353914.22
1801,338260.66
1802,432774.7
1803,466092.25
1804,327988.7
1805,384566.03
1806,420240.44
1807,480876.22
1808,367091.25
1809,384017.84
1810,394088.12
1811,363971.94
1812,382196.66
1813,369448.12
1814,273982.44
1815,156435.39
1816,312026.25
1817,343510.06
1818,487625.44
1819,410598.72
1820,269161.6
1821,431167.75
1822,435560.1
1823,221690.3
1824,426025.5
1825,404372.62
1826,349521.88
1827,333773.72
1828,396659.25
1829,342022.75
1830,462021.28
1831,526312.06
1832,455152.4
1833,479376.4
1834,425489.84
1835,517741.6
1836,451094.0
1837,277303.5
1838,422918.72
1839,257162.98
1840,355735.44
1841,350593.2
1842,346307.97
1843,339880.16
1844,383387.6
1845,417228.28
1846,394529.16
1847,449046.0
1848,161577.64
1849,329904.5
1850,342129.88
1851,448201.47
1852,343843.97
1853,339558.75
1854,431715.94
1855,415955.25
1856,519348.56
1857,443153.8
1858,465865.44
1859,391624.12
1860,358842.22
1861,389267.25
1862,616622.94
1863,616622.94
1864,616622.94
1865,588901.25
1866,593186.44
1867,520753.78
1868,560392.0
1869,456248.78
1870,497827.9
1871,523967.7
1872,424954.2
1873,506492.9
1874,333238.06
1875,474782.34
1876,462449.8
1877,472746.84
1878,477889.12
1879,324346.25
1880,325096.16
1881,490637.62
1882,597459.1
1883,502850.5
1884,518384.38
1885,525574.6
1886,559320.7
1887,469854.34
1888,535109.25
1889,422168.78
1890,304836.0
1891,387458.56
1892,275589.4
1893,373733.34
1894,406943.75
1895,394302.38
1896,366234.22
1897,363020.3
1898,405670.72
1899,404599.4
1900,449606.7
1901,395052.28
1902,363555.97
1903,583733.94
1904,346307.97
1905,439845.3
1906,390338.56
1907,476805.28
1908,383173.34
1909,404278.03
1910,404278.03
1911,484947.2
1912,571413.94
1913,459437.62
1914,243021.78
1915,540037.25
1916,177647.2
1917,583317.94
1918,371817.53
1919,410491.6
1920,398051.94
1921,627039.6
1922,584723.1
1923,512265.44
1924,476496.4
1925,533811.2
1926,620826.06
1927,335166.4
1928,377590.03
1929,312454.78
1930,389494.03
1931,321775.12
1932,365055.78
1933,402015.75
1934,444451.9
1935,430096.44
1936,444451.9
1937,447880.1
1938,375447.44
1939,543679.7
1940,500613.28
1941,447558.7
1942,455700.6
1943,506719.72
1944,631312.3
1945,610755.8
1946,430524.97
1947,592115.1
1948,432024.78
1949,498886.66
1950,453034.88
1951,539167.7
1952,508956.9
1953,402349.7
1954,537025.06
1955,367305.53
1956,622300.8
1957,427311.06
1958,614171.44
1959,419156.62
1960,282017.22
1961,319739.66
1962,378352.47
1963,378352.47
1964,366662.75
1965,428596.62
1966,431073.16
1967,532966.6
1968,627455.6
1969,617826.44
1970,703316.44
1971,753251.75
1972,658643.06
1973,587174.6
1974,613314.44
1975,718970.0
1976,532216.75
1977,647274.75
1978,651667.06
1979,608827.5
1980,464497.8
1981,601756.9
1982,507255.38
1983,507255.38
1984,492244.6
1985,473925.28
1986,486888.06
1987,451535.03
1988,434917.3
1989,502314.84
1990,530811.5
1991,463533.66
1992,520741.25
1993,469532.94
1994,566807.3
1995,494922.84
1996,599066.06
1997,641609.4
1998,578389.94
1999,545702.6
2000,631419.44
2001,553416.0
2002,487102.3
2003,562856.0
2004,564248.7
2005,519896.75
2006,510469.28
2007,541322.8
2008,448535.4
2009,454307.9
2010,496208.4
2011,398493.0
2012,442536.1
2013,444987.56
2014,452593.8
2015,495565.62
2016,452272.44
2017,504136.06
2018,332595.28
2019,319739.66
2020,322525.03
2021,319739.66
2022,425811.22
2023,402979.94
2024,560045.56
2025,707387.4
2026,451427.9
2027,401171.25
2028,467176.06
2029,438559.75
2030,584401.75
2031,549263.0
2032,560940.2
2033,575724.2
2034,468461.66
2035,509706.84
2036,533395.2
2037,535644.94
2038,710721.0
2039,496220.94
2040,724314.0
2041,542501.25
2042,512170.84
2043,425489.84
2044,459021.62
2045,491601.8
2046,401265.84
2047,384017.84
2048,326274.6
2049,412300.28
2050,496958.3
2051,335809.2
2052,346522.22
2053,346950.75
2054,278803.3
2055,387446.03
2056,370412.3
2057,338166.06
2058,485589.97
2059,353164.3
2060,381446.72
2061,440809.47
2062,345450.94
2063,321668.0
2064,350593.2
2065,328952.84
2066,464378.16
2067,416156.97
2068,422584.78
2069,274839.5
2070,351343.1
2071,253734.81
2072,381018.22
2073,339023.1
2074,458605.66
2075,388422.72
2076,321025.22
2077,361734.75
2078,337201.9
2079,414026.88
2080,378031.1
2081,409527.4
2082,420013.66
2083,397302.03
2084,315561.56
2085,346843.62
2086,393993.5
2087,368912.47
2088,372876.3
2089,299170.62
2090,428596.62
2091,352509.0
2092,359151.1
2093,413585.84
2094,428073.5
2095,426454.0
2096,323489.22
2097,342879.8
2098,387767.4
2099,134473.66
2100,306430.4
2101,401480.1
2102,473389.62
2103,336130.6
2104,478935.34
2105,392159.78
2106,207215.17
2107,585340.9
2108,332595.28
2109,298836.7
2110,349629.0
2111,496744.06
2112,413371.56
2113,356806.75
2114,410812.97
2115,451736.78
2116,328845.72
2117,432988.97
2118,416383.75
2119,381137.88
2120,357449.53
2121,277732.0
2122,303443.3
2123,313740.34
2124,533275.5
2125,430940.97
2126,456450.5
2127,485161.44
2128,444987.56
2129,354890.94
2130,437167.06
2131,483554.5
2132,367305.53
2133,384030.38
2134,405027.94
2135,308490.97
2136,280290.62
2137,340094.4
2138,342344.16
2139,390029.7
2140,333452.34
2141,383387.6
2142,342129.88
2143,347807.8
2144,349307.62
2145,330024.16
2146,399885.7
2147,411550.38
2148,371805.0
2149,324024.84
2150,481317.28
2151,433644.28
2152,389802.9
2153,388838.72
2154,319739.66
2155,408563.25
2156,574079.6
2157,492244.6
2158,553737.44
2159,536275.2
2160,463319.38
2161,536501.94
2162,652750.94
2163,598114.44
2164,525360.4
2165,448630.0
2166,333238.06
2167,469961.47
2168,462342.7
2169,495029.97
2170,513349.25
2171,352950.06
2172,342451.28
2173,394088.12
2174,549559.3
2175,617505.06
2176,554821.25
2177,567342.94
2178,552464.4
2179,363461.38
2180,469520.4
2181,472854.0
2182,485602.5
2183,463855.03
2184,344165.38
2185,337844.7
2186,393350.72
2187,392279.44
2188,422383.06
2189,636417.0
2190,305157.38
2191,305157.38
2192,265733.4
2193,339987.28
2194,348986.22
2195,281374.44
2196,310728.16
2197,320155.62
2198,470604.25
2199,478305.1
2200,413598.38
2201,408027.6
2202,525467.5
2203,444344.78
2204,434797.66
2205,374376.12
2206,389494.03
2207,564141.56
2208,549559.3
2209,430512.44
2210,383173.34
2211,371067.62
2212,389386.9
2213,355735.44
2214,404586.88
2215,324881.9
2216,436618.88
2217,123962.36
2218,327547.62
2219,294122.97
2220,274303.84
2221,540037.25
2222,494387.2
2223,535739.5
2224,513027.88
2225,427727.03
2226,362686.38
2227,478853.28
2228,528145.8
2229,554178.44
2230,381661.0
2231,490744.75
2232,432774.7
2233,407170.53
2234,517754.12
2235,452058.16
2236,548607.7
2237,573890.44
2238,462033.8
2239,344165.38
2240,399992.8
2241,310299.66
2242,338594.6
2243,385196.28
2244,287588.0
2245,287588.0
2246,351450.22
2247,389601.16
2248,314597.38
2249,317704.16
2250,322417.9
2251,423870.34
2252,442630.7
2253,420883.22
2254,454093.66
2255,456236.25
2256,484424.06
2257,518907.5
2258,445214.34
2259,448522.88
2260,393457.88
2261,489793.12
2262,505005.62
2263,635704.7
2264,659393.0
2265,379732.66
2266,581616.4
2267,602815.6
2268,673118.25
2269,410170.2
2270,476496.4
2271,496315.53
2272,524812.2
2273,398707.25
2274,417562.2
2275,403313.84
2276,459891.22
2277,473698.5
2278,379518.38
2279,325096.16
2280,279660.34
2281,415848.1
2282,415848.1
2283,389601.16
2284,403099.6
2285,431073.16
2286,333023.8
2287,603470.94
2288,544965.25
2289,590817.06
2290,693460.44
2291,636668.8
2292,673546.75
2293,682318.9
2294,704387.75
2295,699686.56
2296,594030.94
2297,588460.2
2298,601971.1
2299,680163.75
2300,618992.3
2301,558249.44
2302,490959.03
2303,547857.75
2304,559320.7
2305,412098.53
2306,412098.53
2307,418526.38
2308,529967.0
2309,577866.8
2310,505327.03
2311,468568.78
2312,432881.84
2313,437167.06
2314,474246.7
2315,432774.7
2316,459664.44
2317,414669.66
2318,433738.88
2319,474032.4
2320,452820.62
2321,533716.56
2322,453677.66
2323,437929.5
2324,465247.72
2325,481424.4
2326,467390.34
2327,526740.56
2328,531775.7
2329,453665.12
2330,448737.12
2331,636775.94
2332,738669.44
2333,640097.0
2334,573556.5
2335,599387.5
2336,635383.25
2337,464712.1
2338,528681.44
2339,527824.4
2340,664976.3
2341,481745.8
2342,528252.94
2343,479388.94
2344,529847.3
2345,559535.0
2346,506826.84
2347,461069.66
2348,555464.0
2349,397302.03
2350,564891.5
2351,533180.94
2352,544001.06
2353,534334.3
2354,390458.22
2355,440500.62
2356,344379.62
2357,477246.34
2358,467592.06
2359,408241.84
2360,322953.56
2361,338594.6
2362,586197.94
2363,338273.2
2364,385637.34
2365,511112.06
2366,486793.47
2367,531145.44
2368,462890.88
2369,529538.5
2370,433417.47
2371,441130.88
2372,463533.66
2373,582889.4
2374,616528.3
2375,523539.2
2376,571092.5
2377,630990.94
2378,396029.0
2379,530906.1
2380,388529.88
2381,411348.62
2382,490530.5
2383,488816.4
2384,540346.1
2385,389708.3
2386,385315.97
2387,345772.3
2388,312870.78
2389,342237.03
2390,354342.75
2391,330452.7
2392,322953.56
2393,446607.06
2394,384244.66
2395,503373.6
2396,419811.94
2397,449594.16
2398,324453.38
2399,207656.23
2400,208084.75
2401,313740.34
2402,350378.94
2403,394302.38
2404,364305.88
2405,406956.28
2406,372888.84
2407,335166.4
2408,339987.28
2409,349736.16
2410,456986.16
2411,325953.22
2412,378339.94
2413,357449.53
2414,350807.44
2415,394302.38
2416,374174.4
2417,384030.38
2418,326274.6
2419,346723.97
2420,326274.6
2421,358186.9
2422,326167.47
2423,347152.5
2424,412300.28
2425,557783.3
2426,318977.2
2427,391516.97
2428,494922.84
2429,322310.78
2430,374602.9
2431,359806.4
2432,338594.6
2433,352521.53
2434,360234.9
2435,374697.53
2436,326274.6
2437,319739.66
2438,327453.03
2439,330024.16
2440,411455.75
2441,336666.25
2442,330774.06
2443,342022.75
2444,352950.06
2445,303978.94
2446,374363.6
2447,553321.44
2448,448522.88
2449,359163.62
2450,449379.9
2451,372662.03
2452,580948.5
2453,285445.4
2454,329797.38
2455,340737.2
2456,380911.06
2457,363663.1
2458,404599.4
2459,321882.25
2460,423561.5
2461,368805.34
2462,379946.9
2463,364413.0
2464,515157.94
2465,420026.2
2466,368162.56
2467,462033.8
